X,Y,scalerank,labelrank,sovereignt,sov_a3,adm0_dif,level,type,admin,adm0_a3,geou_dif,geounit,gu_a3,su_dif,subunit,su_a3,brk_diff,name,name_long,brk_a3,brk_name,brk_group,abbrev,postal,formal_en,formal_fr,note_adm0,note_brk,name_sort,name_alt,mapcolor7,mapcolor8,mapcolor9,mapcolor13,pop_est,gdp_md_est,pop_year,lastcensus,gdp_year,economy,income_grp,wikipedia,fips_10,iso_a2,iso_a3,iso_n3,un_a3,wb_a2,wb_a3,woe_id,adm0_a3_is,adm0_a3_us,adm0_a3_un,adm0_a3_wb,continent,region_un,subregion,region_wb,name_len,long_len,abbrev_len,tiny,homepart,featureclass
-84.0429521040483,9.7472197561553,"1","5",Costa Rica,CRI,"0","2",Sovereign country,Costa Rica,CRI,"0",Costa Rica,CRI,"0",Costa Rica,CRI,"0",Costa Rica,Costa Rica,CRI,Costa Rica,,C.R.,CR,Republic of Costa Rica,,,,Costa Rica,,"3","2","4","2","4253877",48320,"-99","2011","-99",5. Emerging region: G20,3. Upper middle income,"-99",,CR,CRI,"188","188",CR,CRI,"-99",CRI,CRI,"-99","-99",North America,Americas,Central America,Latin America & Caribbean,"10","10","4","-99","1",Admin-0 country
-79.2529671864583,21.6096078559028,"1","3",Cuba,CUB,"0","2",Sovereign country,Cuba,CUB,"0",Cuba,CUB,"0",Cuba,CUB,"0",Cuba,Cuba,CUB,Cuba,,Cuba,CU,Republic of Cuba,,,,Cuba,,"3","5","3","4","11451652",108200,"-99","2002","-99",5. Emerging region: G20,3. Upper middle income,"-99",,CU,CUB,"192","192",CU,CUB,"-99",CUB,CUB,"-99","-99",North America,Americas,Caribbean,Latin America & Caribbean,"4","4","4","-99","1",Admin-0 country
-68.9886610243055,12.2256618923611,"3","5",Netherlands,NL1,"1","2",Country,Curaçao,CUW,"0",Curaçao,CUW,"0",Curaçao,CUW,"0",Curaçao,Curaçao,CUW,Curaçao,,Cur.,CW,Curaçao,,Neth.,,Curaçao,,"4","2","2","9","141766",2838,"-99","-99","-99",6. Developing region,2. High income: nonOECD,"-99",,CW,CUW,"531","531",CW,CUW,"-99",CUW,CUW,"-99","-99",North America,Americas,Caribbean,Latin America & Caribbean,"7","7","4","4","-99",Admin-0 country
-81.2955159505208,19.3271402994792,"1","5",United Kingdom,GB1,"1","2",Dependency,Cayman Islands,CYM,"0",Cayman Islands,CYM,"0",Cayman Islands,CYM,"0",Cayman Is.,Cayman Islands,CYM,Cayman Is.,,Cym. Is.,KY,Cayman Islands,,U.K.,,Cayman Islands,,"6","6","6","3","49035",1939,"-99","2010","-99",5. Emerging region: G20,2. High income: nonOECD,"-99",,KY,CYM,"136","136",KY,CYM,"-99",CYM,CYM,"-99","-99",North America,Americas,Caribbean,Latin America & Caribbean,"10","14","8","2","-99",Admin-0 country
33.2155522017046,34.9509295099432,"1","5",Cyprus,CYP,"0","2",Sovereign country,Cyprus,CYP,"0",Cyprus,CYP,"0",Cyprus,CYP,"0",Cyprus,Cyprus,CYP,Cyprus,,Cyp.,CY,Republic of Cyprus,,,,Cyprus,,"1","2","3","7","531640",22700,"-99","2001","-99",6. Developing region,2. High income: nonOECD,"-99",,CY,CYP,"196","196",CY,CYP,"-99",CYP,CYP,"-99","-99",Asia,Asia,Western Asia,Europe & Central Asia,"6","6","4","-99","1",Admin-0 country
15.4263475745293,49.8799598342704,"1","5",Czech Republic,CZE,"0","2",Sovereign country,Czech Republic,CZE,"0",Czech Republic,CZE,"0",Czech Republic,CZE,"0",Czech Rep.,Czech Republic,CZE,Czech Rep.,,Cz. Rep.,CZ,Czech Republic,,,,Czech Republic,,"1","1","2","6","10211904",265200,"-99","2011","-99",2. Developed region: nonG7,1. High income: OECD,"-99",,CZ,CZE,"203","203",CZ,CZE,"-99",CZE,CZE,"-99","-99",Europe,Europe,Eastern Europe,Europe & Central Asia,"10","14","8","-99","1",Admin-0 country
10.2626064075229,50.7009929304035,"1","2",Germany,DEU,"0","2",Sovereign country,Germany,DEU,"0",Germany,DEU,"0",Germany,DEU,"0",Germany,Germany,DEU,Germany,,Ger.,D,Federal Republic of Germany,,,,Germany,,"2","5","5","1","82329758",2918000,"-99","2011","-99",1. Developed region: G7,1. High income: OECD,"-99",,DE,DEU,"276","276",DE,DEU,"-99",DEU,DEU,"-99","-99",Europe,Europe,Western Europe,Europe & Central Asia,"7","7","4","-99","1",Admin-0 country
42.6236576704546,11.7568865411932,"1","5",Djibouti,DJI,"0","2",Sovereign country,Djibouti,DJI,"0",Djibouti,DJI,"0",Djibouti,DJI,"0",Djibouti,Djibouti,DJI,Djibouti,,Dji.,DJ,Republic of Djibouti,,,,Djibouti,,"1","2","4","8","516055",1885,"-99","2009","-99",7. Least developed region,4. Lower middle income,"-99",,DJ,DJI,"262","262",DJ,DJI,"-99",DJI,DJI,"-99","-99",Africa,Africa,Eastern Africa,Middle East & North Africa,"8","8","4","-99","1",Admin-0 country
-61.3700358072917,15.4580891927083,"1","6",Dominica,DMA,"0","2",Sovereign country,Dominica,DMA,"0",Dominica,DMA,"0",Dominica,DMA,"0",Dominica,Dominica,DMA,Dominica,,D'inca,DM,Commonwealth of Dominica,,,,Dominica,,"4","5","2","12","72660",719.6,"-99","2011","-99",6. Developing region,3. Upper middle income,"-99",,DM,DMA,"212","212",DM,DMA,"-99",DMA,DMA,"-99","-99",North America,Americas,Caribbean,Latin America & Caribbean,"8","8","6","4","1",Admin-0 country
9.46857542865047,56.2014484236726,"1","4",Denmark,DN1,"1","2",Country,Denmark,DNK,"0",Denmark,DNK,"0",Denmark,DNK,"0",Denmark,Denmark,DNK,Denmark,,Den.,DK,Kingdom of Denmark,,,,Denmark,,"4","1","3","12","5500510",203600,"-99","2011","-99",2. Developed region: nonG7,1. High income: OECD,"-99",,DK,DNK,"208","208",DK,DNK,"-99",DNK,DNK,"-99","-99",Europe,Europe,Northern Europe,Europe & Central Asia,"7","7","4","-99","1",Admin-0 country
-70.4942035297016,18.8322599943694,"1","5",Dominican Republic,DOM,"0","2",Sovereign country,Dominican Republic,DOM,"0",Dominican Republic,DOM,"0",Dominican Republic,DOM,"0",Dominican Rep.,Dominican Republic,DOM,Dominican Rep.,,Dom. Rep.,DO,Dominican Republic,,,,Dominican Republic,,"5","2","5","7","9650054",78000,"-99","2010","-99",6. Developing region,3. Upper middle income,"-99",,DO,DOM,"214","214",DO,DOM,"-99",DOM,DOM,"-99","-99",North America,Americas,Caribbean,Latin America & Caribbean,"14","18","9","-99","1",Admin-0 country
1.77208290501646,29.2097328587582,"1","3",Algeria,DZA,"0","2",Sovereign country,Algeria,DZA,"0",Algeria,DZA,"0",Algeria,DZA,"0",Algeria,Algeria,DZA,Algeria,,Alg.,DZ,People's Democratic Republic of Algeria,,,,Algeria,,"5","1","6","3","34178188",232900,"-99","2008","-99",6. Developing region,3. Upper middle income,"-99",,DZ,DZA,"012","012",DZ,DZA,"-99",DZA,DZA,"-99","-99",Africa,Africa,Northern Africa,Middle East & North Africa,"7","7","4","-99","1",Admin-0 country
-78.5923630361328,-2.02424698795572,"1","3",Ecuador,ECU,"0","2",Sovereign country,Ecuador,ECU,"0",Ecuador,ECU,"0",Ecuador,ECU,"0",Ecuador,Ecuador,ECU,Ecuador,,Ecu.,EC,Republic of Ecuador,,,,Ecuador,,"1","5","2","12","14573101",107700,"-99","2010","-99",6. Developing region,3. Upper middle income,"-99",,EC,ECU,"218","218",EC,ECU,"-99",ECU,ECU,"-99","-99",South America,Americas,South America,Latin America & Caribbean,"7","7","4","-99","1",Admin-0 country
30.7796619233631,27.6618313259549,"1","2",Egypt,EGY,"0","2",Sovereign country,Egypt,EGY,"0",Egypt,EGY,"0",Egypt,EGY,"0",Egypt,Egypt,EGY,Egypt,,Egypt,EG,Arab Republic of Egypt,,,,"Egypt, Arab Rep.",,"4","6","7","2","83082869",443700,"-99","2006","-99",5. Emerging region: G20,4. Lower middle income,"-99",,EG,EGY,"818","818",EG,EGY,"-99",EGY,EGY,"-99","-99",Africa,Africa,Northern Africa,Middle East & North Africa,"5","5","5","-99","1",Admin-0 country
39.2297366037736,15.0682638684159,"1","4",Eritrea,ERI,"0","2",Sovereign country,Eritrea,ERI,"0",Eritrea,ERI,"0",Eritrea,ERI,"0",Eritrea,Eritrea,ERI,Eritrea,,Erit.,ER,State of Eritrea,,,,Eritrea,,"3","1","2","12","5647168",3945,"-99","1984","-99",7. Least developed region,5. Low income,"-99",,ER,ERI,"232","232",ER,ERI,"-99",ERI,ERI,"-99","-99",Africa,Africa,Eastern Africa,Sub-Saharan Africa,"7","7","5","-99","1",Admin-0 country
-3.96998767546788,40.9084144959475,"1","2",Spain,ESP,"0","2",Sovereign country,Spain,ESP,"0",Spain,ESP,"0",Spain,ESP,"0",Spain,Spain,ESP,Spain,,Sp.,E,Kingdom of Spain,,,,Spain,,"4","5","5","5","40525002",1403000,"-99","2001","-99",2. Developed region: nonG7,1. High income: OECD,"-99",,ES,ESP,"724","724",ES,ESP,"-99",ESP,ESP,"-99","-99",Europe,Europe,Southern Europe,Europe & Central Asia,"5","5","3","-99","1",Admin-0 country
25.8515403426996,58.5217986383929,"1","6",Estonia,EST,"0","2",Sovereign country,Estonia,EST,"0",Estonia,EST,"0",Estonia,EST,"0",Estonia,Estonia,EST,Estonia,,Est.,EST,Republic of Estonia,,,,Estonia,,"3","2","1","10","1299371",27410,"-99","2000","-99",2. Developed region: nonG7,1. High income: OECD,"-99",,EE,EST,"233","233",EE,EST,"-99",EST,EST,"-99","-99",Europe,Europe,Northern Europe,Europe & Central Asia,"7","7","4","-99","1",Admin-0 country
38.9476118018065,9.17681424833887,"1","2",Ethiopia,ETH,"0","2",Sovereign country,Ethiopia,ETH,"0",Ethiopia,ETH,"0",Ethiopia,ETH,"0",Ethiopia,Ethiopia,ETH,Ethiopia,,Eth.,ET,Federal Democratic Republic of Ethiopia,,,,Ethiopia,,"4","4","1","13","85237338",68770,"-99","2007","-99",7. Least developed region,5. Low income,"-99",,ET,ETH,"231","231",ET,ETH,"-99",ETH,ETH,"-99","-99",Africa,Africa,Eastern Africa,Sub-Saharan Africa,"8","8","4","-99","1",Admin-0 country
25.3660917034453,64.8240196558228,"1","3",Finland,FI1,"1","2",Country,Finland,FIN,"0",Finland,FIN,"0",Finland,FIN,"0",Finland,Finland,FIN,Finland,,Fin.,FIN,Republic of Finland,,,,Finland,,"4","1","4","6","5250275",193500,"-99","2010","-99",2. Developed region: nonG7,1. High income: OECD,"-99",,FI,FIN,"246","246",FI,FIN,"-99",FIN,FIN,"-99","-99",Europe,Europe,Northern Europe,Europe & Central Asia,"7","7","4","-99","1",Admin-0 country
177.960629340278,-17.81857421875,"1","6",Fiji,FJI,"0","2",Sovereign country,Fiji,FJI,"0",Fiji,FJI,"0",Fiji,FJI,"0",Fiji,Fiji,FJI,Fiji,,Fiji,FJ,Republic of Fiji,,,,Fiji,,"5","1","2","2","944720",3579,"-99","2007","-99",6. Developing region,4. Lower middle income,"-99",,FJ,FJI,"242","242",FJ,FJI,"-99",FJI,FJI,"-99","-99",Oceania,Oceania,Melanesia,East Asia & Pacific,"4","4","4","-99","1",Admin-0 country
-58.6555271693638,-51.6974783761161,"1","5",United Kingdom,GB1,"1","2",Dependency,Falkland Islands,FLK,"0",Falkland Islands,FLK,"0",Falkland Islands,FLK,"1",Falkland Is.,Falkland Islands,B12,Falkland Is.,,Flk. Is.,FK,Falkland Islands,,U.K.,"Admin. by U.K.; Claimed by Argentina",Falkland Islands,Islas Malvinas,"6","6","6","3","3140",105.1,"-99","-99","-99",2. Developed region: nonG7,1. High income: OECD,"-99",,FK,FLK,"238","238","-99","-99","-99",FLK,FLK,"-99","-99",South America,Americas,South America,Latin America & Caribbean,"12","16","8","-99","-99",Admin-0 country
2.63693789047846,46.6126278875469,"1","2",France,FR1,"1","2",Country,France,FRA,"0",France,FRA,"0",France,FRA,"0",France,France,FRA,France,,Fr.,F,French Republic,,,,France,,"7","5","9","11","64057792",2128000,"-99","-99","-99",1. Developed region: G7,1. High income: OECD,"-99",,FR,FRA,"250","250",FR,FRA,"-99",FRA,FRA,"-99","-99",Europe,Europe,Western Europe,Europe & Central Asia,"6","6","3","-99","1",Admin-0 country
-6.81145324707027,62.1141754150391,"3","6",Denmark,DN1,"1","2",Dependency,Faroe Islands,FRO,"0",Faroe Islands,FRO,"0",Faroe Islands,FRO,"0",Faeroe Is.,Faeroe Islands,FRO,Faeroe Islands,,Faeroe Is.,FO,Føroyar Is. (Faeroe Is.),,Den.,,Faeroe Islands,,"4","1","3","12","48856",1000,"-99","2011","-99",2. Developed region: nonG7,2. High income: nonOECD,"-99",,FO,FRO,"234","234",FO,FRO,"-99",FRO,FRO,"-99","-99",Europe,Europe,Northern Europe,Europe & Central Asia,"10","14","10","3","-99",Admin-0 country
158.2303125,6.88148437500002,"3","6",Federated States of Micronesia,FSM,"0","2",Sovereign country,Federated States of Micronesia,FSM,"0",Federated States of Micronesia,FSM,"0",Federated States of Micronesia,FSM,"0",Micronesia,Federated States of Micronesia,FSM,Micronesia,,F.S.M.,FSM,Federated States of Micronesia,,,,"Micronesia, Federated States of",,"5","2","4","13","107434",238.1,"-99","2000","-99",6. Developing region,4. Lower middle income,"-99",,FM,FSM,"583","583",FM,FSM,"-99",FSM,FSM,"-99","-99",Oceania,Oceania,Micronesia,East Asia & Pacific,"10","30","6","-99","1",Admin-0 country
11.6160177951389,-0.873963939525469,"1","4",Gabon,GAB,"0","2",Sovereign country,Gabon,GAB,"0",Gabon,GAB,"0",Gabon,GAB,"0",Gabon,Gabon,GAB,Gabon,,Gabon,GA,Gabonese Republic,,,,Gabon,,"6","2","5","5","1514993",21110,"-99","2003","-99",6. Developing region,3. Upper middle income,"-99",,GA,GAB,"266","266",GA,GAB,"-99",GAB,GAB,"-99","-99",Africa,Africa,Middle Africa,Sub-Saharan Africa,"5","5","5","3","1",Admin-0 country
-3.21529098434415,54.2305655197547,"1","2",United Kingdom,GB1,"1","2",Country,United Kingdom,GBR,"0",United Kingdom,GBR,"0",United Kingdom,GBR,"0",United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,"6","6","6","3","62262000",1977704,"0","2011","2009",1. Developed region: G7,1. High income: OECD,"-99",,GB,GBR,"826","826",GB,GBR,"-99",GBR,GBR,"-99","-99",Europe,Europe,Northern Europe,Europe & Central Asia,"14","14","4","-99","1",Admin-0 country
43.8543460026841,42.0652981810774,"1","5",Georgia,GEO,"0","2",Sovereign country,Georgia,GEO,"0",Georgia,GEO,"0",Georgia,GEO,"0",Georgia,Georgia,GEO,Georgia,,Geo.,GE,Georgia,,,,Georgia,,"5","1","3","2","4615807",21510,"-99","2002","-99",6. Developing region,4. Lower middle income,"-99",,GE,GEO,"268","268",GE,GEO,"-99",GEO,GEO,"-99","-99",Asia,Asia,Western Asia,Europe & Central Asia,"7","7","4","-99","1",Admin-0 country
-2.56798502604165,49.47587890625,"4","6",United Kingdom,GB1,"1","2",Country,Guernsey,GGY,"0",Guernsey,GGY,"0",Guernsey,GGY,"0",Guernsey,Guernsey,GGY,Guernsey,Channel Islands,Guern.,GG,Bailiwick of Guernsey,,U.K. crown dependency,,Guernsey,,"6","6","6","3","68633",2742,"-99","2001","-99",2. Developed region: nonG7,2. High income: nonOECD,"-99",,GG,GGY,"831","831",JG,CHI,"-99",GGY,GGY,"-99","-99",Europe,Europe,Northern Europe,Europe & Central Asia,"8","8","6","-99","-99",Admin-0 country
-1.08364534198112,8.28474927218455,"1","3",Ghana,GHA,"0","2",Sovereign country,Ghana,GHA,"0",Ghana,GHA,"0",Ghana,GHA,"0",Ghana,Ghana,GHA,Ghana,,Ghana,GH,Republic of Ghana,,,,Ghana,,"5","3","1","4","23832495",34200,"-99","2010","-99",6. Developing region,4. Lower middle income,"-99",,GH,GHA,"288","288",GH,GHA,"-99",GHA,GHA,"-99","-99",Africa,Africa,Western Africa,Sub-Saharan Africa,"5","5","5","-99","1",Admin-0 country
-10.7158176245047,10.1097101688581,"1","3",Guinea,GIN,"0","2",Sovereign country,Guinea,GIN,"0",Guinea,GIN,"0",Guinea,GIN,"0",Guinea,Guinea,GIN,Guinea,,Gin.,GN,Republic of Guinea,,,,Guinea,,"6","3","7","2","10057975",10600,"-99","1996","-99",7. Least developed region,5. Low income,"-99",,GN,GIN,"324","324",GN,GIN,"-99",GIN,GIN,"-99","-99",Africa,Africa,Western Africa,Sub-Saharan Africa,"6","6","4","-99","1",Admin-0 country
-15.4909898546007,13.4342956542969,"1","6",Gambia,GMB,"0","2",Sovereign country,Gambia,GMB,"0",Gambia,GMB,"0",Gambia,GMB,"0",Gambia,The Gambia,GMB,Gambia,,Gambia,GM,Republic of the Gambia,,,,"Gambia, The",,"1","4","1","8","1782893",2272,"-99","2003","-99",7. Least developed region,5. Low income,"-99",,GM,GMB,"270","270",GM,GMB,"-99",GMB,GMB,"-99","-99",Africa,Africa,Western Africa,Sub-Saharan Africa,"6","10","6","-99","1",Admin-0 country
-15.097055211018,11.869302210857,"1","6",Guinea Bissau,GNB,"0","2",Sovereign country,Guinea Bissau,GNB,"0",Guinea Bissau,GNB,"0",Guinea Bissau,GNB,"0",Guinea-Bissau,Guinea-Bissau,GNB,Guinea-Bissau,,GnB.,GW,Republic of Guinea-Bissau,,,,Guinea-Bissau,,"3","5","3","4","1533964",904.2,"-99","2009","-99",7. Least developed region,5. Low income,"-99",,GW,GNB,"624","624",GW,GNB,"-99",GNB,GNB,"-99","-99",Africa,Africa,Western Africa,Sub-Saharan Africa,"13","13","4","-99","1",Admin-0 country
10.1512971297555,1.47604768172555,"1","4",Equatorial Guinea,GNQ,"0","2",Sovereign country,Equatorial Guinea,GNQ,"0",Equatorial Guinea,GNQ,"0",Equatorial Guinea,GNQ,"0",Eq. Guinea,Equatorial Guinea,GNQ,Eq. Guinea,,Eq. G.,GQ,Republic of Equatorial Guinea,,,,Equatorial Guinea,,"4","1","4","8","650702",14060,"0","2002","0",7. Least developed region,2. High income: nonOECD,"-99",,GQ,GNQ,"226","226",GQ,GNQ,"-99",GNQ,GNQ,"-99","-99",Africa,Africa,Middle Africa,Sub-Saharan Africa,"10","17","6","-99","1",Admin-0 country
22.9853531199732,39.4259091456518,"1","3",Greece,GRC,"0","2",Sovereign country,Greece,GRC,"0",Greece,GRC,"0",Greece,GRC,"0",Greece,Greece,GRC,Greece,,Greece,GR,Hellenic Republic,,,,Greece,,"2","2","2","9","10737428",343000,"-99","2011","-99",2. Developed region: nonG7,1. High income: OECD,"-99",,GR,GRC,"300","300",GR,GRC,"-99",GRC,GRC,"-99","-99",Europe,Europe,Southern Europe,Europe & Central Asia,"6","6","6","-99","1",Admin-0 country
-61.7016235351562,12.1093017578125,"1","6",Grenada,GRD,"0","2",Sovereign country,Grenada,GRD,"0",Grenada,GRD,"0",Grenada,GRD,"0",Grenada,Grenada,GRD,Grenada,,Gren.,GD,Grenada,,,,Grenada,,"2","4","3","6","90739",1161,"-99","2011","-99",6. Developing region,3. Upper middle income,"-99",,GD,GRD,"308","308",GD,GRD,"-99",GRD,GRD,"-99","-99",North America,Americas,Caribbean,Latin America & Caribbean,"7","7","5","-99","1",Admin-0 country
-41.7834913678475,72.4630904775505,"1","3",Denmark,DN1,"1","2",Country,Greenland,GRL,"0",Greenland,GRL,"0",Greenland,GRL,"0",Greenland,Greenland,GRL,Greenland,,Grlnd.,GL,Greenland,,Den.,,Greenland,,"4","1","3","12","57600",1100,"-99","2010","-99",2. Developed region: nonG7,2. High income: nonOECD,"-99",,GL,GRL,"304","304",GL,GRL,"-99",GRL,GRL,"-99","-99",North America,Americas,Northern America,Europe & Central Asia,"9","9","6","-99","-99",Admin-0 country
-90.2090319181743,15.5657710560581,"1","3",Guatemala,GTM,"0","2",Sovereign country,Guatemala,GTM,"0",Guatemala,GTM,"0",Guatemala,GTM,"0",Guatemala,Guatemala,GTM,Guatemala,,Guat.,GT,Republic of Guatemala,,,,Guatemala,,"3","3","3","6","13276517",68580,"-99","2002","-99",6. Developing region,4. Lower middle income,"-99",,GT,GTM,"320","320",GT,GTM,"-99",GTM,GTM,"-99","-99",North America,Americas,Central America,Latin America & Caribbean,"9","9","5","4","1",Admin-0 country
144.776020951705,13.4449440696023,"3","6",United States of America,US1,"1","2",Dependency,Guam,GUM,"0",Guam,GUM,"0",Guam,GUM,"0",Guam,Guam,GUM,Guam,,Guam,GU,Territory of Guam,,U.S.A.,,Guam,,"4","5","1","1","178430",2500,"-99","2010","-99",6. Developing region,2. High income: nonOECD,"-99",,GU,GUM,"316","316",GU,GUM,"-99",GUM,GUM,"-99","-99",Oceania,Oceania,Micronesia,East Asia & Pacific,"4","4","4","2","-99",Admin-0 country
-58.8102991490931,4.3714183033763,"1","4",Guyana,GUY,"0","2",Sovereign country,Guyana,GUY,"0",Guyana,GUY,"0",Guyana,GUY,"0",Guyana,Guyana,GUY,Guyana,,Guy.,GY,Co-operative Republic of Guyana,,,,Guyana,,"3","1","4","8","772298",2966,"-99","2002","-99",6. Developing region,4. Lower middle income,"-99",,GY,GUY,"328","328",GY,GUY,"-99",GUY,GUY,"-99","-99",South America,Americas,South America,Latin America & Caribbean,"6","6","4","-99","1",Admin-0 country
114.147922585227,22.4575106534091,"3","4",China,CH1,"1","2",Country,Hong Kong S.A.R.,HKG,"0",Hong Kong S.A.R.,HKG,"0",Hong Kong S.A.R.,HKG,"0",Hong Kong,Hong Kong,HKG,Hong Kong,,H.K.,HK,"Hong Kong Special Administrative Region, PRC",,China,,"Hong Kong SAR, China",,"4","4","4","3","7061200",351119,"2010","2006","2011",6. Developing region,2. High income: nonOECD,"0",,HK,HKG,"344","344",HK,HKG,"-99",HKG,HKG,"-99","-99",Asia,Asia,Eastern Asia,East Asia & Pacific,"9","9","4","-99","-99",Admin-0 country
73.49599609375,-53.0711704799107,"5","5",Australia,AU1,"1","2",Dependency,Heard Island and McDonald Islands,HMD,"0",Heard Island and McDonald Islands,HMD,"0",Heard Island and McDonald Islands,HMD,"0",Heard I. and McDonald Is.,Heard I. and McDonald Islands,HMD,Heard I. and McDonald Is.,,H.M.Is.,HM,Territory of Heard Island and McDonald Islands,,Auz.,,Heard Island and McDonald Islands,,"1","2","2","7","-99",-99,"-99","-99","-99",7. Least developed region,5. Low income,"-99",,HM,HMD,"334","-099","-99","-99","-99",HMD,HMD,"-99","-99",Seven seas (open ocean),Seven seas (open ocean),Seven seas (open ocean),Sub-Saharan Africa,"25","29","7","-99","-99",Admin-0 country
-86.2641938219572,14.6223815275494,"1","5",Honduras,HND,"0","2",Sovereign country,Honduras,HND,"0",Honduras,HND,"0",Honduras,HND,"0",Honduras,Honduras,HND,Honduras,,Hond.,HN,Republic of Honduras,,,,Honduras,,"2","5","2","5","7792854",33720,"-99","2001","-99",6. Developing region,4. Lower middle income,"-99",,HN,HND,"340","340",HN,HND,"-99",HND,HND,"-99","-99",North America,Americas,Central America,Latin America & Caribbean,"8","8","5","-99","1",Admin-0 country
16.6122473675272,45.1232408919837,"1","6",Croatia,HRV,"0","2",Sovereign country,Croatia,HRV,"0",Croatia,HRV,"0",Croatia,HRV,"0",Croatia,Croatia,HRV,Croatia,,Cro.,HR,Republic of Croatia,,,,Croatia,,"5","4","5","1","4489409",82390,"-99","2011","-99",2. Developed region: nonG7,2. High income: nonOECD,"-99",,HR,HRV,"191","191",HR,HRV,"-99",HRV,HRV,"-99","-99",Europe,Europe,Southern Europe,Europe & Central Asia,"7","7","4","-99","1",Admin-0 country
-72.7346142578125,18.7963742404514,"1","5",Haiti,HTI,"0","2",Sovereign country,Haiti,HTI,"0",Haiti,HTI,"0",Haiti,HTI,"0",Haiti,Haiti,HTI,Haiti,,Haiti,HT,Republic of Haiti,,,,Haiti,,"2","1","7","2","9035536",11500,"-99","2003","-99",7. Least developed region,5. Low income,"-99",,HT,HTI,"332","332",HT,HTI,"-99",HTI,HTI,"-99","-99",North America,Americas,Caribbean,Latin America & Caribbean,"5","5","5","-99","1",Admin-0 country
19.4112180897887,47.22675758326,"1","5",Hungary,HUN,"0","2",Sovereign country,Hungary,HUN,"0",Hungary,HUN,"0",Hungary,HUN,"0",Hungary,Hungary,HUN,Hungary,,Hun.,HU,Republic of Hungary,,,,Hungary,,"4","6","1","5","9905596",196600,"-99","2001","-99",2. Developed region: nonG7,1. High income: OECD,"-99",,HU,HUN,"348","348",HU,HUN,"-99",HUN,HUN,"-99","-99",Europe,Europe,Eastern Europe,Europe & Central Asia,"7","7","4","-99","1",Admin-0 country
114.271159863534,0.301294891594,"1","2",Indonesia,IDN,"0","2",Sovereign country,Indonesia,IDN,"0",Indonesia,IDN,"0",Indonesia,IDN,"0",Indonesia,Indonesia,IDN,Indonesia,,Indo.,INDO,Republic of Indonesia,,,,Indonesia,,"6","6","6","11","240271522",914600,"-99","2010","-99",4. Emerging region: MIKT,4. Lower middle income,"-99",,ID,IDN,"360","360",ID,IDN,"-99",IDN,IDN,"-99","-99",Asia,Asia,South-Eastern Asia,East Asia & Pacific,"9","9","5","-99","1",Admin-0 country
-4.55493164062499,54.2251778738839,"3","6",United Kingdom,GB1,"1","2",Country,Isle of Man,IMN,"0",Isle of Man,IMN,"0",Isle of Man,IMN,"0",Isle of Man,Isle of Man,IMN,Isle of Man,,IoMan,IM,,,U.K. crown dependency,,Isle of Man,,"6","6","6","3","76512",2719,"-99","2006","-99",2. Developed region: nonG7,2. High income: nonOECD,"-99",,IM,IMN,"833","833",IM,IMY,"-99",IMN,IMN,"-99","-99",Europe,Europe,Northern Europe,Europe & Central Asia,"11","11","5","-99","-99",Admin-0 country
82.7036825931976,24.9438194124517,"1","2",India,IND,"0","2",Sovereign country,India,IND,"0",India,IND,"0",India,IND,"0",India,India,IND,India,,India,IND,Republic of India,,,,India,,"1","3","2","2","1166079220",3297000,"-99","2011","-99",3. Emerging region: BRIC,4. Lower middle income,"-99",,IN,IND,"356","356",IN,IND,"-99",IND,IND,"-99","-99",Asia,Asia,Southern Asia,South Asia,"5","5","5","-99","1",Admin-0 country
72.446044921875,-7.31795043945313,"3","5",United Kingdom,GB1,"1","2",Dependency,British Indian Ocean Territory,IOT,"0",British Indian Ocean Territory,IOT,"0",British Indian Ocean Territory,IOT,"1",Br. Indian Ocean Ter.,British Indian Ocean Territory,B69,Br. Indian Ocean Ter.,,I.O.T.,IO,,,U.K.,"Admin. by U.K.; Claimed by Mauritius and Seychelles",British Indian Ocean Territory,,"6","6","6","3","4000",160,"-99","-99","-99",2. Developed region: nonG7,2. High income: nonOECD,"-99",,IO,IOT,"086","-099","-99","-99","-99",IOT,IOT,"-99","-99",Seven seas (open ocean),Seven seas (open ocean),Seven seas (open ocean),Sub-Saharan Africa,"21","30","6","5","-99",Admin-0 country
-8.39379190506781,53.477562657021,"1","3",Ireland,IRL,"0","2",Sovereign country,Ireland,IRL,"0",Ireland,IRL,"0",Ireland,IRL,"0",Ireland,Ireland,IRL,Ireland,,Ire.,IRL,Ireland,,,,Ireland,,"2","3","2","2","4203200",188400,"-99","2011","-99",2. Developed region: nonG7,1. High income: OECD,"-99",,IE,IRL,"372","372",IE,IRL,"-99",IRL,IRL,"-99","-99",Europe,Europe,Northern Europe,Europe & Central Asia,"7","7","4","-99","1",Admin-0 country
